id,conversation_id,created_at,date,time,timezone,user_id,username,name,place,tweet,language,mentions,urls,photos,replies_count,retweets_count,likes_count,hashtags,cashtags,link,retweet,quote_url,video,thumbnail,near,geo,source,user_rt_id,user_rt,retweet_id,reply_to,retweet_date,translate,trans_src,trans_dest,clean tweets,subjectivity,polarity,month
1.4981E+18,1.4981E+18,2022-02-28 06:35:55 India Standard Time,2/28/2022,6:35:55,530,7.67215E+17,eoibeijing,India in China,,Control Centres to assist in #OperationGanga for evacuation of Indian nationals from Ukraine  @MEAIndia @opganga    https://t.co/r7mqOc4tI6  https://t.co/Twnl31XgNP,en,"[{'screen_name': 'meaindia', 'name': 'arindam bagchi', 'id': '441636351'}, {'screen_name': 'opganga', 'name': 'opganga helpline', 'id': '1497879851642265601'}]",['http://mea.gov.in/press-releases.htm?dtl/34903/Control_Centres_to_assist_in_Operation_Ganga_for_evacuation_of_Indian_nationals_from_Ukraine'],['https://pbs.twimg.com/media/FMpT2p_VIAU5Mg5.png'],0,3,9,['operationganga'],[],https://twitter.com/EOIBeijing/status/1498102129730277378,FALSE,,1,https://pbs.twimg.com/media/FMpT2p_VIAU5Mg5.png,,,,,,,[],,,,,control centres assist operationganga evacuation indian nationals ukraine meaindia opganga,0,0,2
1.49781E+18,1.49781E+18,2022-02-27 11:07:19 India Standard Time,2/27/2022,11:07:19,530,7.67215E+17,eoibeijing,India in China,,"#OperationGanga   Follow @MEAIndia, @IndiainUkraine, @IndiaInHungary, @IndiainPoland, @eoiromania &amp; @IndiaInSlovakia for updates related to #OperationGanga",en,"[{'screen_name': 'meaindia', 'name': 'arindam bagchi', 'id': '441636351'}, {'screen_name': 'indiainukraine', 'name': 'india in ukraine', 'id': '1111367492'}, {'screen_name': 'indiainhungary', 'name': 'india in hungary', 'id': '4360917261'}, {'screen_name': 'indiainpoland', 'name': 'india in poland and lithuania', 'id': '884204340'}, {'screen_name': 'eoiromania', 'name': 'india in romania', 'id': '3954482105'}, {'screen_name': 'indiainslovakia', 'name': 'india in slovakia', 'id': '3297769017'}]",[],[],2,3,10,"['operationganga', 'operationganga']",[],https://twitter.com/EOIBeijing/status/1497808041625878530,FALSE,https://twitter.com/MEAIndia/status/1497229518431424516,0,,,,,,,,[],,,,,operationganga follow meaindia indiainukraine indiainhungary indiainpoland eoiromania indiainslovakia updates related operationganga,0.4,0,2
1.49629E+18,1.49629E+18,2022-02-23 06:43:59 India Standard Time,2/23/2022,6:43:59,530,7.67215E+17,eoibeijing,India in China,,#ScienceQuiz  Month-long quiz on ‘Nuclear Science and Technology for Sustainable Future’  Conducted by @IndiainAustria with @DAEIndia   More details 👇🏻   #AzadiKaAmritMahotsav,en,"[{'screen_name': 'indiainaustria', 'name': 'india in austria', 'id': '3255239379'}, {'screen_name': 'daeindia', 'name': 'dae india', 'id': '824111291577040896'}]",[],[],4,2,4,"['sciencequiz', 'azadikaamritmahotsav']",[],https://twitter.com/EOIBeijing/status/1496292219715821568,FALSE,https://twitter.com/IndiainAustria/status/1496137558539055112,0,,,,,,,,[],,,,,sciencequiz monthlong quiz nuclear science technology sustainable future conducted indiainaustria daeindia details azadikaamritmahotsav,0.125,0,2
1.49606E+18,1.49606E+18,2022-02-22 15:38:18 India Standard Time,2/22/2022,15:38:18,530,7.67215E+17,eoibeijing,India in China,,"#PressRelease: Movement of People  📰:  https://t.co/0al0bwHZed,,  https://t.co/ysMZkLdYXt",en,[],['https://www.eoibeijing.gov.in/eoibejing_pages/MTA3Nw'],['https://pbs.twimg.com/media/FMMWTzGVgAISSoR.png'],48,99,231,['pressrelease'],[],https://twitter.com/EOIBeijing/status/1496064298321575939,FALSE,,1,https://pbs.twimg.com/media/FMMWTzGVgAISSoR.png,,,,,,,[],,,,,pressrelease movement people,0,0,2
1.49562E+18,1.49562E+18,2022-02-21 10:06:36 India Standard Time,2/21/2022,10:06:36,530,7.67215E+17,eoibeijing,India in China,,#MEAAKAMWeek   Message from EAM @DrSJaishankar   #AmritMahotsav,en,"[{'screen_name': 'drsjaishankar', 'name': 'dr. s. jaishankar', 'id': '859363899291742210'}]",[],[],5,1,6,"['meaakamweek', 'amritmahotsav']",[],https://twitter.com/EOIBeijing/status/1495618435539214338,FALSE,https://twitter.com/IndianDiplomacy/status/1495599691920199685,0,,,,,,,,[],,,,,meaakamweek message eam drsjaishankar amritmahotsav,0,0,2
1.4956E+18,1.4956E+18,2022-02-21 08:42:24 India Standard Time,2/21/2022,8:42:24,530,7.67215E+17,eoibeijing,India in China,,#AKAMWeekMEA  Join live on :  https://t.co/qD8bJF3aUM  @MEAIndia @OIA_MEA  #AzadiKaAmritMahotsav  https://t.co/KJRcu73zbX,en,"[{'screen_name': 'meaindia', 'name': 'arindam bagchi', 'id': '441636351'}, {'screen_name': 'oia_mea', 'name': 'overseas indian affairs', 'id': '1115543461841661952'}]",['https://www.youtube.com/c/MEAIndia/featured'],['https://pbs.twimg.com/media/FMFtcmTVgAAF8A4.jpg'],1,1,2,"['akamweekmea', 'azadikaamritmahotsav']",[],https://twitter.com/EOIBeijing/status/1495597245512785923,FALSE,https://twitter.com/IndianDiplomacy/status/1493933680124858371,1,https://pbs.twimg.com/media/FMFtcmTVgAAF8A4.jpg,,,,,,,[],,,,,akamweekmea join live meaindia oia mea azadikaamritmahotsav,0.5,0.136363636,2
1.49524E+18,1.49524E+18,2022-02-20 08:50:31 India Standard Time,2/20/2022,8:50:31,530,7.67215E+17,eoibeijing,India in China,,#IndiaFightsCorona,und,[],[],[],1,1,14,['indiafightscorona'],[],https://twitter.com/EOIBeijing/status/1495236898159140868,FALSE,https://twitter.com/OfficeOf_MM/status/1494906607838588932,0,,,,,,,,[],,,,,indiafightscorona,0,0,2
1.49498E+18,1.49498E+18,2022-02-19 15:40:30 India Standard Time,2/19/2022,15:40:30,530,7.67215E+17,eoibeijing,India in China,,#cinemaSCOpe Movie #13  #TanuWedsManu   The SCO family joins us @EOIBeijing for the 13th movie of the cinemaSCOpe series #TanuWedsManu   #IndiaAtSCO  #IndiaAt75  #AzadiKaAmritMahotsav  https://t.co/sf1ueht2Ge,en,"[{'screen_name': 'eoibeijing', 'name': 'india in china', 'id': '767214972115914753'}]",[],"['https://pbs.twimg.com/media/FL86RZMVIAMlVS0.jpg', 'https://pbs.twimg.com/media/FL86RZNUUAAUOMR.jpg', 'https://pbs.twimg.com/media/FL86RZNVUAIbc30.jpg']",1,3,13,"['cinemascope', 'tanuwedsmanu', 'tanuwedsmanu', 'indiaatsco', 'indiaat75', 'azadikaamritmahotsav']",[],https://twitter.com/EOIBeijing/status/1494977688347447297,FALSE,,1,https://pbs.twimg.com/media/FL86RZMVIAMlVS0.jpg,,,,,,,[],,,,,cinemascope movie 13 tanuwedsmanu sco family joins us eoibeijing 13th movie cinemascope series tanuwedsmanu indiaatsco indiaat75 azadikaamritmahotsav,0,0,2
1.49458E+18,1.49458E+18,2022-02-18 13:30:53 India Standard Time,2/18/2022,13:30:53,530,7.67215E+17,eoibeijing,India in China,,Drones made by @iitdelhi incubated startup @BotLabDynamics lit up sky at #BeatingRetreat2022  ceremony 🇮🇳  #AmritMahotsav   Have a look 👇,en,"[{'screen_name': 'iitdelhi', 'name': 'iit delhi', 'id': '27686420'}, {'screen_name': 'botlabdynamics', 'name': 'botlab dynamics', 'id': '1443173645052887040'}]",[],[],1,4,48,"['beatingretreat2022', 'amritmahotsav']",[],https://twitter.com/EOIBeijing/status/1494582679739592704,FALSE,https://twitter.com/narendramodi/status/1487633697952403457,0,,,,,,,,[],,,,,drones made iitdelhi incubated startup botlabdynamics lit sky beatingretreat2022 ceremony amritmahotsav look,0,0,2
1.49351E+18,1.49351E+18,2022-02-15 14:13:41 India Standard Time,2/15/2022,14:13:41,530,7.67215E+17,eoibeijing,India in China,,"After giving his best in the #GiantSlalom event on Feb 13, Arif Mohd Khan, India's alpine skier from Jammu and Kashmir, is all set to compete in the #Slalom event at the 2022 Winter Olympics tomorrow.   India wishes our alpine skier the best.  https://t.co/Nmjw88AdBx",en,[],[],['https://pbs.twimg.com/media/FLoADBiVIAAi-x4.jpg'],7,19,71,"['giantslalom', 'slalom']",[],https://twitter.com/EOIBeijing/status/1493506287887286273,FALSE,,1,https://pbs.twimg.com/media/FLoADBiVIAAi-x4.jpg,,,,,,,[],,,,,giving best giantslalom event feb 13 arif mohd khan indias alpine skier jammu kashmir set compete slalom event 2022 winter olympics tomorrow india wishes alpine skier best,0.3,1,2
